id,text,emotion
[47],"""[WAIT...Lawrence's friend dragged the fuck outta him!! ]""","""[anger]"""
[48],"""[Some people are shady a'f ]""","""[anger]"""
[49],"""[quick note about insta stories how the f do you expect me to read a paragraph of a caption in 1 second ???????????? ]""","""[anger]"""
[50],"""[Listen ... this golden brown is giving me life ... but why the hell did my feet have to get so dark 😓]""","""[anger]"""
[51],"""[@mysarazaman Ya it makes me be more selfish and disheartened]""","""[anger]"""
[52],"""[Don't fucking tag me in pictures as 'family first' when you cut me out 5 years ago. You're no one to me. ]""","""[anger]"""
[53],"""[Kid at camp said my inner thigh looked like a slinky👌🤣 buddy those are stretch marks!!!!  #SummerCamp #offended]""","""[anger]"""
[54],"""[You would think booking a holiday for 2 you'd be sat next to each other on the bloody plane #fuming 😡@ThomsonHolidays]""","""[anger]"""
[55],"""[@LeahRemini  A 'religion' that pushes people to suicide, and punishes you for doing the right thing?? #heartbreaking]""","""[anger]"""
[56],"""[@NewsByKatherine @jonkarl @ABC YOU GUY'S SOUND astounded!! Does anyone working w Trump WH have an any ethical,moral, values? 🙈🙉🙊]""","""[anger]"""
[57],"""[@TheView Joy isn't a comedian. She's a bully for fat shaming the governor. Great example she's setting for her grandson.]""","""[anger]"""
[58],"""[@CNN thanks Hollywood, (Depp). all these climate change fanatics using private jets and gas guzzling cars are to blame for this! #outrage]""","""[anger]"""
[59],"""[@MailSport Stunningly bad #horrible]""","""[anger]"""
[60],"""[@kylegriffin1 It's disgusting. #sick ]""","""[anger]"""
[61],"""[why don't the kids on my street have msn or something to play on instead of enjoying themselves outside #bitter #shush]""","""[anger]"""
[62],"""[I like how all itos manga end with the most bleak and hopeless endings, but not doing it in a way to make it look like the protagonist lost]""","""[anger]"""
[63],"""[1/If the Church is being attacked with such fury, and from the inside, that means that the Church is exactly what we need to belong to!]""","""[anger]"""
[64],"""[And I will eat the end of term chocolates we bought as well! #fuming #doesntdeservethem #mightbedead]""","""[anger]"""
[65],"""[@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1]""","""[anger]"""
[66],"""[Edinburgh is fucked\nThis city is a nightmare to drive 'round! 😖\nOne ways, bus lanes, cameras, feckin' trams! Who's idea was that?!]""","""[anger]"""
[67],"""[@austin_j_powers @I_am_bumface @R9Rai @Holbornlolz Absolutely shocking behavour!!!!!!]""","""[anger]"""
[68],"""[If I hit you with the be blessed it's over 😂]""","""[anger]"""
[69],"""[@candycmarketing What happens if you don't want to watch this 'content'? Can't vote then 😆]""","""[anger]"""
[70],"""[@JackRuff4 They have this horrible pudding here. Butterscotch pudding on Mondays, it's dreadful. #Fringe]""","""[anger]"""
[71],"""[I despair at the mouth foaming hostility &amp; dishonesty of those in the Leave camp, &amp; we should expose that.]""","""[anger]"""
[72],"""[@JuliaHB1 @talkRADIO culture &amp; language already protected.\n£ on 'promoting Welsh' better spent on Tourism or our dreadful schools ed record]""","""[anger]"""
[73],"""[What is this miserable ass weather all about 😭 dark and gloomy #depressing #weekoff #wheresthesun]""","""[anger]"""
[74],"""[5 goals in 87 appearances last season between McKay, Holt and Windass! Simply is horrific! Get midfield balance sorted and team will fire!]""","""[anger]"""
[75],"""[People #honk like #idiots. Culture less indisciplined #Traffic #india #backtoreality #nightmare]""","""[anger]"""
[76],"""[I'm kind of tired of everything #summer #heat #bicycle   #videogames #bookwriting #nothavingacomputer]""","""[anger]"""
[77],"""[Busy day time to go home and #relax still feeling #breathless \n#voiceathlete #dystonia #dysphonia #spasmodicdysphonia  #restvoice \n#sleep]""","""[anger]"""
[78],"""[@Lythero *hugs himself hoping Doom shows up to insult everyone*]""","""[anger]"""
[79],"""[Today is gonna be terrible I can feel it]""","""[anger]"""
[80],"""[@Grinbins I couldn't force myself to give him any money. 😀]""","""[anger]"""
[81],"""[﻿2|206|When it is said to him, 'Fear Allah', He is led by arrogance to (more) crime. Enough for him is Hell;-]""","""[anger]"""
[82],"""[Worst thing that's happened to you when flying? I had a 16h delay, left my phone in the terminal, and wallet on the plane #nightmare]""","""[anger]"""
[83],"""[#PhoenixRally #Deplorables insult and denigrate #JohnMcCain as he struggles with treatment for #glioblastoma #impeach45 incites ]""","""[anger]"""
[84],"""[horrid]""","""[anger]"""
[85],"""[Had to delete my Facebook too much for me 🤣]""","""[anger]"""
[86],"""[@RGUpdate Have you tried English hospital food ?? #yak #gross ]""","""[anger]"""
[87],"""[#Twitter these days is just a massive critical debate on those that people don't like #annoying #depressing and #dull 😑]""","""[anger]"""
[88],"""[#wtf what a #wonderful idea \nyou've all bought your tweets and likes that's pretty pointless for Me #bye #bye #Twat]""","""[anger]"""
[89],"""[UP students really out there raging against tuition collection #freeeducationnow]""","""[anger]"""
[90],"""[@GirlPosts @_matdtaylor actually how annoyed you get 😂]""","""[anger]"""
[91],"""[@DonaldJTrumpJr thinks the Oliver North defense insulates @POTUS but all it does is make @realDonaldTrump look inept! #NYTimes ]""","""[anger]"""
[92],"""[We're really not afraid of you all. We find you rather #annoying &amp; #amusing. 😎😜🤣😂😂]""","""[anger]"""
[93],"""[Theo's comment at the end😂 do one Tyla. #horrid #loveisland]""","""[anger]"""
[94],"""[@hollloman @nessa_babbby @ajvannozzi97 As half a set of twins I resent that!]""","""[anger]"""
[95],"""[Had frustration dream that left me utterly f**king furious. Plus side: so angry couldn't sleep, wrote 1500 words. Minus side: still raging!]""","""[anger]"""
[96],"""[Wtf shawty ass on 😤]""","""[anger]"""
[97],"""[.  @danawhite you're a crook. #joke #thief #bully #wanker #dirty #richbutgarbo]""","""[anger]"""
[98],"""[Okay @BTS_twt it was fun and all you can change your layout back to something goofy and domestic as usual pls I'm intimidated rn]""","""[anger]"""
[99],"""[@jamie_93_lee Don't upset me 😢]""","""[anger]"""
[100],"""[I'm glad my kids don't fuck with Blac Youngsta. That nigga terrible for our community]""","""[anger]"""
[101],"""[Hey @NHSEngland imagine being blue lighted to hospital unable to breathe only to be dumped in a cubicle and not seen for 4 hours #horrendous]""","""[anger]"""
[102],"""[@washingtonpost @silvajanes How awful!!!!!!]""","""[anger]"""
[103],"""[Some peoples thought process can be very alarming.  These nasty, common women who will bed another women's man without conscience .  . .]""","""[anger]"""
[104],"""[#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking]""","""[anger]"""
[105],"""[@AmyJoSmyth #OOC Thing is she holds a grudge like mad]""","""[anger]"""
[106],"""[@Cex Waste of time had this before nothing gets done. Won't be using you again #awful]""","""[anger]"""
[107],"""[Perks of having that shit: I lost a friend somewhere along in the bitterness]""","""[anger]"""
[108],"""[No better party than #Labour for #lies, #intimidation, #threats &amp; questionable activities, yet somehow they're the #victims? Unbelievable!]""","""[anger]"""
[109],"""[@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..]""","""[anger]"""
[110],"""[@AliceT120 @shaney_waney1 @shaney_waney1 u horrible non gender binary boy go fangirl over some mediocre singers who CANT EVEN SUPPORT]""","""[anger]"""
[111],"""[Man I feel like crap today 😰]""","""[anger]"""
[112],"""[Why the FUCK have i just saw a Game of Thrones spoiler on snapchat? SOME OF US HAVENT SAW IT YET 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻 #arsehole]""","""[anger]"""
[113],"""[I spotted the fed and all I got was #Ejaculating live bees and the bees are #angry.]""","""[anger]"""
[114],"""[Also my 80s megamix ain't so mega tonight ]""","""[anger]"""
[115],"""[@izzyaline burning up damn]""","""[anger]"""
[116],"""[Are u sad or upset?]""","""[anger]"""
[117],"""[And the United fan boys cover their eyes in horror]""","""[anger]"""
[118],"""[when everyone you know has died because of a treaty you had no involvement in drawing up, you get an enormous amount of fury]""","""[anger]"""
[119],"""[This is kind of fucked up, but my brother is about to join the police academy....and I'm not happy about. And I'm not the only one.]""","""[anger]"""
[120],"""[This time last year I was pissed at the top of the Eiffel Tower. Today I was down a manhole in the rain. Happy Anniversary @Jordannea11 😘♥️]""","""[anger]"""
[121],"""[@MafiaWorldMario Stg everybody say that 😂 then when we tell them they got huff they be mad as shit]""","""[anger]"""
[122],"""[Why does @DANCEonFOX get rudely interrupted by the worst thing ever imaginable?!? Ugggg #irritated]""","""[anger]"""
[123],"""[@UNESCO Remember not to spread #hatred and #fakenews on the internet. Do not abuse #Hashtag10 for spreading #ArabNationalism!]""","""[anger]"""
[124],"""[@Activehours I need someone to reply back to me immediately. I am not happy and not getting timely responses through the app! #help ]""","""[anger]"""
[125],"""[People dread a Snapchat streak with me cos the death threats I send to save it]""","""[anger]"""
[126],"""[Why a #terrorist was given a funeral in #Kashmir as per his #religion? 1000s came in. So #terror does have a religion. #ReligionOfPeace]""","""[anger]"""
[127],"""[@JustHerrick @iPhone_News Piece of #crap]""","""[anger]"""
[128],"""[@BBCBreaking I have some mistrust of the medical profession.  The cover up was more important than the patients.]""","""[anger]"""
[129],"""[since the last episode of fight for my way is airing tonight &amp; taekook will probably watch it together, do y'all think jk might take revenge]""","""[anger]"""
[130],"""[@Bravotv is there a way to watch NYC Million Dollar Listing &amp; filter @FredrikEklundNY OUT of the episodes? #primadonna #duckface #tantrum]""","""[anger]"""
[131],"""[Just paid out my arsehole for a couple of New Found Glory tickets but it's gonna be a GREAT start to my birthday weekend 👊]""","""[anger]"""
[132],"""[y'all don't understand. this woman's wrath is REAL. 🌹🖤]""","""[anger]"""
[133],"""[@gunghoindallas Proverbs 8:13\nThe #fear of the #Lord is to hate #evil; Pride and #arrogance and the #evil #way And the perverse #mouth [1/2]]""","""[anger]"""
[134],"""[So @Ryanair site crashes everytime I try to book - how do they help? Tell me there's nothing wrong &amp; hang up #furious #helpless @SimonCalder]""","""[anger]"""
[135],"""[@PayPalUK have well &amp; truly done me over the day before I go on holiday! #fuming]""","""[anger]"""
[136],"""[very very irritated 😐]""","""[anger]"""
[137],"""[@hatzepueh and don't call him creepy, he's the most handsome, adorable and nicest shark ever 😭 ok Zora, buuuuuut he looks like a shark]""","""[anger]"""
[138],"""[@LoveIsland #loveisand next time there's a dumping get #Olivia out of there! She's #dreadful and not good for Chris]""","""[anger]"""
[139],"""[Fucking fuming is an understatement]""","""[anger]"""
[140],"""[The sound of rain is pretty peaceful when you're in a very annoyed mood 😅]""","""[anger]"""
[141],"""[Damn I lost my keys and I forgot to get the garage opener]""","""[anger]"""
[142],"""[@kylegriffin1 #outrage police\ntelling a woman she looks nice for her age is apparently sexist.\nYou #FakeNews people are #crazy]""","""[anger]"""
[143],"""[well my day started off great 🙃 the mocha machine wasn't working @ mcdonalds.]""","""[anger]"""
[144],"""[@jihnwi u literally name us a word close to prostitutes ok oomf...... 😰]""","""[anger]"""
[145],"""[@TGowdySC No wonder why we're in this mess. #NoLoyalty #youcaved ]""","""[anger]"""
[146],"""[So now I have to buy a whole new computer ]""","""[anger]"""
[147],"""[@AllyiahsFace You're page is full of make up. It's a valid question. But you probably prefer to be smashed and dashed]""","""[anger]"""
[148],"""[@Chan_lfc10 @paul_rule @Nuttall1878 @DeadlineDayLive @Everton We'd be fuming if the hijacked our £8m move for a relegated full back 😡]""","""[anger]"""
[149],"""[@AGlyndwr @TeaPainUSA All I know is the sentence will start with 'look...' like any high school punk would start a threat.]""","""[anger]"""
[150],"""[If @TheRock's Presidential run is as bad as his appearance in #Baywatch neither party need fear his run. That's $8 I'll never get back #crap]""","""[anger]"""
[151],"""[@comrade_islaboy HAHAHAHAHA. Hornet's nest. Let them sting each other.]""","""[anger]"""
[152],"""[People were always afraid that stodgy squares would kill rock and roll, but the only legitimate threat was ever child choruses.]""","""[anger]"""
[153],"""[coffee the floor; And the soul grew furious as the stillness broken by little,]""","""[anger]"""
[154],"""[I literally love Paul so much #BB19 #pissed 😂]""","""[anger]"""
[155],"""[If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE]""","""[anger]"""
[156],"""[re: thread of that brit freaking out over minor cultural differences - your indignation would be cuter without the imperialist undertones]""","""[anger]"""
[157],"""[@chelston_dsouza Conte is furious with his board, wants all of them or he quits.]""","""[anger]"""
[158],"""[@WDA_Punisher @SgtDangerCow @Battlefield I think so too. \nCasual audience was particularly unhappy with server admins and server rules.]""","""[anger]"""
[159],"""[Three retweets of dumb Fox shit and one original tweet that is a blatant lie from SCROTUS this morning--nada about his wretched offspring. 🤣]""","""[anger]"""
[160],"""[Afraid of no one an no one scares me!!! Funk y'all thought image one mans army!! '!]""","""[anger]"""
[161],"""[@realDonaldTrump You've spent more time and energy protecting Michael Flynn than your own son. You're a coward and an awful parent.]""","""[anger]"""
[162],"""[Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson]""","""[anger]"""
[163],"""[Hmm...looks like no one @Tampax is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer]""","""[anger]"""
[164],"""[you annoy me, your name annoys me, your EVERYTHING annoys me 🙃]""","""[anger]"""
[165],"""[@BillMoyersHQ Elderly belong w/family; our social system is broken.  This egregious 'Meancare' will shake it up, alas.]""","""[anger]"""
[166],"""[@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful]""","""[anger]"""
[167],"""[Imagine suffering chronic depression  and being told 'you have an unattractive chip on your shoulder' #DWP #WRAG #WWW.GOV.UK #Mentalhealth]""","""[anger]"""
[168],"""[Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐]""","""[anger]"""
[169],"""[Not only has my flight been delayed numerous times, we have not been provided with a snack cart #horrific]""","""[anger]"""
[170],"""[#AmericasGotTalent live shows with so many technical faults #disheartening]""","""[anger]"""
[171],"""[@_elliegillxx @0liviarobertson Poor Lyn 😂😂😂 livv I hope she forgets yours this year in revenge]""","""[anger]"""
[172],"""[Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧]""","""[anger]"""
[173],"""[@rosieblossoms_ What a miserable piece of shit 😡]""","""[anger]"""
[174],"""[You don't know fear until you have clogged the toilet at work and can't find the plunger. #horrifying #bathroom #FirstWorldProblems]""","""[anger]"""
[175],"""[calling me ugly isn't even an insult bc i know already]""","""[anger]"""
[176],"""[@RealSkipBayless Your opinions on sports is dreadful]""","""[anger]"""
[177],"""[@SkyUK I was just put on hold for 20 minutes till I hung up. #not happy #terribleservice #unhappy @virginmedia I should have stayed...]""","""[anger]"""
[178],"""[Definitely something happening today #SolarEclipse2017 #weird #annoyed]""","""[anger]"""
[179],"""[and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her]""","""[anger]"""
[180],"""['we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.]""","""[anger]"""
[181],"""[How has Berger King gotten away with selling absolute 💩for this many years? #terrible]""","""[anger]"""
[182],"""[I click on download on my PC. Message says 'Thank you for downloading #iTunes \nSo, where's the download?! #frustrated ]""","""[anger]"""
[183],"""[@AlisonMoyet Knock, knock!\nWho's there?\nA guard\nA guard who?\n...do, do, push pineapple, shake a tree...\n\nI'll shut up now.]""","""[anger]"""
[184],"""[#revenge marathon has begun ⚡]""","""[anger]"""
[185],"""[I live 30 miles away from work, &amp; arrived to realise laptop is still on the bed. ]""","""[anger]"""
[186],"""[@Ben_Ripley42 I dont know but you seem to have annoyed her 😄]""","""[anger]"""
[187],"""[@Jarrius Send me a FR: Jaygerrr and I'll smoke you on madden when it comes out 😂🤙]""","""[anger]"""
[188],"""[@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. ]""","""[anger]"""
[189],"""[Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 ]""","""[anger]"""
[190],"""[And I'm really pissed the fuck off because I do a good job of keeping my kid well because I don't like to see her sick and sad.]""","""[anger]"""
[191],"""[@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed]""","""[anger]"""
[192],"""[@SRuhle @MSNBC Sebestian Gorka, what a arrogant A~hole! Has no business speaking! ]""","""[anger]"""
[193],"""[Won't be watching ESPN anymore, they took Robert Lee off because of HIS name, PC Police, what insanity! more #hatred #bigots #LeftwingNutJob]""","""[anger]"""
[194],"""[@BorisJohnson unhappy about the cost of leaving the EU ? If only you had published your letter outlining the reasons to stay instead. Idiot.]""","""[anger]"""
[195],"""[Government should take strong action against terrorism #AmarnathTerrorAttack   not only KADI NINDA]""","""[anger]"""
[196],"""['to fill his campaign bank account with tens of millions of dollars'..trump 2020 campaign to start now #sad  #bad]""","""[anger]"""
[197],"""[Can't handle rude people. Doesn't matter what job you do, a consultant or not, treat people how you would like to be treated 😡 #disapointed]""","""[anger]"""
[198],"""[@jamesmb @DonaldJTrumpJr His knife is clean. He is tough enough to fire a gun, but not tough enough to get his hands dirty. #awful]""","""[anger]"""
[199],"""[#Rage and #disappointment man.... Is that life or what? Lol]""","""[anger]"""
[200],"""[Quite possibly the worst anthems I've ever heard in pro sports by both singers. I wish I was deaf. #ASG2017 #mlb #MLBAllStarGame ]""","""[anger]"""
[201],"""[How come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free? #outrage #teampet]""","""[anger]"""
[202],"""[i don't understand ppl who save wasps , next chance that lil dude gets he gnna sting ur grandma]""","""[anger]"""
[203],"""[@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠]""","""[anger]"""
[204],"""[She mad sus hung up on me 😂]""","""[anger]"""
[205],"""[@del_krushnic I knw you have a temper paaa lol just chill dear don't be pissed waii or I will else worry u saaa but I'm sorry 😫]""","""[anger]"""
[206],"""[So disappointed in E! portrayal of Kylie Jenner! Makes her look so fake &amp; filthy rich @ every turn #disappointment @enews #LifeofKylie 🤢😒]""","""[anger]"""
[207],"""[I think I'll eternally be irritated by our LIT teacher 😂]""","""[anger]"""
[208],"""[Chelsea and united must be furious]""","""[anger]"""
[209],"""[@Jack_Septic_Eye Grass growing simulator is offended]""","""[anger]"""
[210],"""[Sorry if I annoy any of you. I'm just real passionate about Ruby and always want to give her the love she deserves 😭]""","""[anger]"""
[211],"""[Was a huge fan of @Ryanair but last few flights have been horrific. #rude #poorservice #nostock etc etc etc #dissapointed]""","""[anger]"""
[212],"""[if you wake up somewhere else...you will know some #arsehole has pressed a button ;)]""","""[anger]"""
[213],"""[@SkyUK not impressed by your customer support. Forcing customers to use fb chat or sms! Very slow. issue is not getting sorted ]""","""[anger]"""
[214],"""[today i feel like an exposed wire dangerously close to another exposed wire and any provocation will fry me]""","""[anger]"""
[215],"""[@BrettKeeble I guess it never. @smartassunit #worry]""","""[anger]"""
[216],"""[@andyfleming83 Bastard squirrels. 😡]""","""[anger]"""
[217],"""[@mtailor “20% Better Than a Tailor”? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit? ]""","""[anger]"""
[218],"""[@PamelaGeller Disgusting. @facebook you just may end up like #snap. #traitor]""","""[anger]"""
[219],"""[@hdfcergogic yr customer care exec r unable to pull information on l&amp;t insurance #horrible #service #beware #renewal]""","""[anger]"""
[220],"""[get the fuck over yourselves. we are the most capable and you wanna sit and sulk in your bullshit and fear of failure honestly fuck yourself]""","""[anger]"""
[221],"""[@tomandlorenzo @GameOfThrones Certainly killed many sentient creatures if it's made of real fur #shame #furismurder ]""","""[anger]"""
[222],"""[How sick must someone be that they wish to 'punish' someone for not being their friend?  #insecure #lonely #miserable #vengeful #RHOC]""","""[anger]"""
[223],"""[i can already tell molly tryna be fake above shit so she gon deny dude one time then jump on his offer in the end. #insecure]""","""[anger]"""
[224],"""[#revenge or #Change . You #ChooseASide for your country #India]""","""[anger]"""
[225],"""[@KeenanRuggeri You would have been raging as it was probably put in place instead of an extra crisp]""","""[anger]"""
[226],"""[How shit and depressing is this weather wish I can travel the world for a living]""","""[anger]"""
[227],"""[So me and my mom were talking about highschool, I'm shy so she said that she thinks I'm gonna get bullied😒 #shy #me #mylife #moms #bullying]""","""[anger]"""
[228],"""[I wish EVERYONE could see how #MSNBC #CNN talked over trumps speech.  You ALL should be ashamed of the along with the sheep followers. ]""","""[anger]"""
[229],"""[@cubewatermelon @JonKimbel It's hilarious but there are legit milkshake Duck apologizers. Yes, just the hypothetic milkshake duck.]""","""[anger]"""
[230],"""[Dannie you're a terrible influence, piercing time😂💉]""","""[anger]"""
[231],"""[My dog wouldn't stop barking so now I'm up at eight am with a raging headache]""","""[anger]"""
[232],"""[@theAliceRoberts @FryRsquared @AdamRutherford They've obviously never tried 'repressing' a red head #fiery]""","""[anger]"""
[233],"""[Why do a certain section threaten war and spit fire and brimstone each time they hear the words “restructuring” and “self-determination”?..]""","""[anger]"""
[234],"""[[ @TheChicMystique ] — hurting badly and that he can't just leave him like that. Angry and heartless. ]\n\nI promise you that I'll be back, —]""","""[anger]"""
[235],"""[So disappointed in myself for spending £50 on an outfit for meeting a boy #noselfcontrol #nervous]""","""[anger]"""
[236],"""[Sarah is a complete lunatic. How Chad is still giving her his time is beyond me. #cbb #mad #crazy]""","""[anger]"""
[237],"""[I swear to god my husband is gonna get us murdered by someone with road rage because he drives like he's in the Indy 500]""","""[anger]"""
[238],"""[Great...So I got up at 5am only to discover that my Amazon Prime Day deal was $30 more than the regular price. 😡]""","""[anger]"""
[239],"""[@LoveMyFFAJacket FaceTime - we can still annoy you 😂]""","""[anger]"""
[240],"""[Letting go of anger is key to happiness. Please help me let go of these angry feelings. #happiness #anger]""","""[anger]"""
[241],"""[Not letting anyone anger me or change who I am.]""","""[anger]"""
[242],"""[Repeated terror attacks,no1 can define the religion of terrorists.\n1 guy arrested,Terrorists/ism got it's religion.]""","""[anger]"""
[243],"""[I'm soooo annoyed. Wait to start my morning.]""","""[anger]"""
[244],"""[Chopper &lt;&lt;Dammit! Just sink already!&gt;&gt;]""","""[anger]"""
[245],"""[@NRO @Acosta @CNN @realDonaldTrump remember when NRO gave CNN grief about their relentless HC email crusade? me either.]""","""[anger]"""
[246],"""[There's nothing interesting here besides of retweet for follow #annoyed 😣😣]""","""[anger]"""
[247],"""[462 appearances in PL and 200 goals!! 2.31 games per goal. That's very nearly a goal in every 2 games #crap 😂😂 🙄🙄🤔🤔 #Rooney]""","""[anger]"""
[248],"""[Just watched @JoeNBC on @colbertlateshow -- &amp; have to say... I'm in awe. What hair products is he using, @greggutfeld ?? #beautiful #jealous]""","""[anger]"""
[249],"""[Listening to these refugee children, barely a decade old, describe the horrific acts they were forced to commit is terrifying. #DatelineSBS]""","""[anger]"""
